Batting_team,Bowling_team,city,Runs_left,Balls_left,Wickets_left,Total_score,crr,rrr,result
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,140,93,8,167,6.22,9.03,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,139,92,8,167,6.21,9.07,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,138,91,8,167,6.21,9.1,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,138,90,8,167,6.0,9.2,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,134,89,8,167,6.58,9.03,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,134,88,8,167,6.38,9.14,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,87,8,167,6.91,8.97,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,86,8,167,6.71,9.07,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,85,8,167,6.51,9.18,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,84,8,167,6.33,9.29,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,83,8,167,6.16,9.4,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,82,8,167,6.0,9.51,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,81,7,167,5.85,9.63,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,80,7,167,5.7,9.75,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,130,79,7,167,5.56,9.87,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,126,78,7,167,6.0,9.69,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,126,77,7,167,5.86,9.82,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,125,76,7,167,5.86,9.87,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,119,75,7,167,6.53,9.52,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,119,74,6,167,6.39,9.65,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,118,73,6,167,6.38,9.7,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,118,72,6,167,6.25,9.83,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,117,71,6,167,6.24,9.89,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,116,70,6,167,6.24,9.94,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,115,69,6,167,6.24,10.0,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,114,68,6,167,6.23,10.06,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,113,67,6,167,6.23,10.12,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,109,66,6,167,6.56,9.91,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,105,65,6,167,6.87,9.69,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,104,64,6,167,6.86,9.75,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,102,63,6,167,6.95,9.71,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,102,62,6,167,6.83,9.87,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,101,61,6,167,6.81,9.93,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,97,60,6,167,7.1,9.7,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,96,59,6,167,7.08,9.76,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,95,58,6,167,7.06,9.83,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,94,57,6,167,7.05,9.89,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,94,56,6,167,6.94,10.07,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,94,55,5,167,6.83,10.25,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,94,54,5,167,6.73,10.44,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,94,53,5,167,6.63,10.64,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,93,52,5,167,6.62,10.73,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,92,51,5,167,6.61,10.82,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,88,50,5,167,6.86,10.56,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,87,49,5,167,6.85,10.65,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,48,5,167,6.83,10.75,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,47,5,167,6.74,10.98,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,46,5,167,6.65,11.22,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,45,5,167,6.56,11.47,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,44,5,167,6.47,11.73,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,43,5,167,6.39,12.0,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,42,5,167,6.31,12.29,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,41,4,167,6.23,12.59,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,86,40,4,167,6.15,12.9,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,85,39,4,167,6.15,13.08,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,85,38,3,167,6.07,13.42,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,85,37,3,167,6.0,13.78,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,85,36,3,167,5.93,14.17,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,85,35,3,167,5.86,14.57,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,79,34,3,167,6.21,13.94,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,78,33,3,167,6.21,14.18,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,78,32,3,167,6.14,14.62,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,77,31,3,167,6.13,14.9,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,76,31,3,167,6.2,14.71,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,76,30,2,167,6.13,15.2,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,76,29,1,167,6.07,15.72,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,75,28,1,167,6.07,16.07,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,74,27,1,167,6.06,16.44,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,74,26,1,167,6.0,17.08,0
Kathmandu Gurkhas,Sudurpaschim Royals,Kathmandu,74,25,0,167,5.94,17.76,0
Karnali Yaks,Chitwan Rhinos,Kathmandu,125,114,10,130,6.0,6.58,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,125,113,10,130,5.14,6.64,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,125,112,10,130,4.5,6.7,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,125,111,10,130,4.0,6.76,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,121,110,10,130,6.0,6.6,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,121,109,10,130,5.45,6.66,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,121,108,10,130,5.0,6.72,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,121,107,10,130,4.62,6.79,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,121,106,10,130,4.29,6.85,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,120,105,10,130,4.4,6.86,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,119,104,10,130,4.5,6.87,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,119,103,10,130,4.24,6.93,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,119,102,10,130,4.0,7.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,118,101,10,130,4.11,7.01,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,117,100,10,130,4.2,7.02,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,113,99,10,130,5.14,6.85,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,107,98,10,130,6.55,6.55,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,106,97,10,130,6.52,6.56,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,105,96,10,130,6.5,6.56,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,105,95,10,130,6.24,6.63,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,104,94,10,130,6.23,6.64,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,104,93,10,130,6.0,6.71,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,102,92,10,130,6.21,6.65,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,101,91,10,130,6.21,6.66,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,100,90,10,130,6.2,6.67,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,100,89,10,130,6.0,6.74,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,100,88,10,130,5.81,6.82,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,100,87,10,130,5.64,6.9,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,99,86,10,130,5.65,6.91,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,99,85,10,130,5.49,6.99,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,99,84,10,130,5.33,7.07,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,97,83,10,130,5.51,7.01,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,97,82,10,130,5.37,7.1,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,91,81,10,130,6.15,6.74,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,90,80,10,130,6.15,6.75,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,89,79,10,130,6.15,6.76,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,88,78,10,130,6.14,6.77,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,87,77,10,130,6.14,6.78,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,86,76,10,130,6.14,6.79,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,85,75,10,130,6.13,6.8,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,84,74,10,130,6.13,6.81,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,84,73,10,130,6.0,6.9,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,83,72,10,130,6.0,6.92,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,82,71,10,130,6.0,6.93,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,82,70,10,130,5.88,7.03,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,82,69,10,130,5.76,7.13,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,81,68,10,130,5.77,7.15,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,81,67,10,130,5.66,7.25,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,81,66,10,130,5.56,7.36,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,80,65,10,130,5.56,7.38,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,79,64,10,130,5.57,7.41,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,78,63,10,130,5.58,7.43,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,78,62,10,130,5.48,7.55,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,78,61,9,130,5.39,7.67,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,78,60,9,130,5.3,7.8,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,77,59,9,130,5.31,7.83,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,76,58,9,130,5.32,7.86,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,75,57,9,130,5.33,7.89,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,74,56,9,130,5.34,7.93,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,73,55,9,130,5.35,7.96,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,67,54,9,130,5.82,7.44,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,66,53,9,130,5.82,7.47,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,65,52,9,130,5.82,7.5,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,64,51,9,130,5.83,7.53,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,63,50,9,130,5.83,7.56,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,63,49,9,130,5.75,7.71,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,63,48,9,130,5.67,7.88,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,62,47,9,130,5.67,7.91,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,61,46,9,130,5.68,7.96,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,55,45,9,130,6.08,7.33,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,55,44,9,130,6.0,7.5,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,54,44,9,130,6.08,7.36,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,48,43,9,130,6.47,6.7,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,47,43,9,130,6.55,6.56,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,46,42,9,130,6.54,6.57,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,45,41,9,130,6.53,6.59,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,43,40,9,130,6.6,6.45,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,39,39,9,130,6.81,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,38,38,9,130,6.8,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,38,37,9,130,6.72,6.16,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,37,36,9,130,6.71,6.17,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,36,35,9,130,6.71,6.17,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,35,34,9,130,6.7,6.18,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,34,33,9,130,6.69,6.18,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,30,32,9,130,6.89,5.62,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,28,31,9,130,6.94,5.42,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,28,30,9,130,6.87,5.6,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,27,29,9,130,6.86,5.59,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,27,28,8,130,6.78,5.79,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,26,27,8,130,6.77,5.78,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,25,26,8,130,6.77,5.77,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,25,25,8,130,6.69,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,24,24,8,130,6.69,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,23,23,8,130,6.68,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,23,22,7,130,6.61,6.27,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,22,21,7,130,6.61,6.29,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,21,20,7,130,6.6,6.3,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,20,19,7,130,6.59,6.32,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,19,19,7,130,6.65,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,18,18,7,130,6.65,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,17,18,7,130,6.71,5.67,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,16,17,7,130,6.7,5.65,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,15,16,7,130,6.69,5.62,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,14,15,7,130,6.69,5.6,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,13,14,7,130,6.68,5.57,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,13,13,7,130,6.62,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,12,13,7,130,6.67,5.54,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,11,12,7,130,6.67,5.5,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,11,11,7,130,6.61,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,11,10,7,130,6.55,6.6,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,11,9,7,130,6.49,7.33,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,10,8,7,130,6.48,7.5,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,10,7,7,130,6.42,8.57,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,9,6,7,130,6.42,9.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,7,5,7,130,6.47,8.4,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,5,4,7,130,6.52,7.5,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,3,3,7,130,6.56,6.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,3,2,6,130,6.51,9.0,1
Karnali Yaks,Chitwan Rhinos,Kathmandu,0,1,6,130,6.66,0.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,156,114,10,170,15.0,8.21,1
Pokhara Avengers,Lumbini Lions,Kathmandu,156,113,10,170,12.86,8.28,1
Pokhara Avengers,Lumbini Lions,Kathmandu,156,112,10,170,11.25,8.36,1
Pokhara Avengers,Lumbini Lions,Kathmandu,156,111,10,170,10.0,8.43,1
Pokhara Avengers,Lumbini Lions,Kathmandu,150,110,10,170,12.6,8.18,1
Pokhara Avengers,Lumbini Lions,Kathmandu,150,109,10,170,11.45,8.26,1
Pokhara Avengers,Lumbini Lions,Kathmandu,146,108,10,170,12.5,8.11,1
Pokhara Avengers,Lumbini Lions,Kathmandu,141,108,10,170,15.0,7.83,1
Pokhara Avengers,Lumbini Lions,Kathmandu,137,107,10,170,15.69,7.68,1
Pokhara Avengers,Lumbini Lions,Kathmandu,137,106,10,170,14.57,7.75,1
Pokhara Avengers,Lumbini Lions,Kathmandu,137,105,10,170,13.6,7.83,1
Pokhara Avengers,Lumbini Lions,Kathmandu,133,104,10,170,14.25,7.67,1
Pokhara Avengers,Lumbini Lions,Kathmandu,133,103,10,170,13.41,7.75,1
Pokhara Avengers,Lumbini Lions,Kathmandu,133,102,10,170,12.67,7.82,1
Pokhara Avengers,Lumbini Lions,Kathmandu,132,101,10,170,12.32,7.84,1
Pokhara Avengers,Lumbini Lions,Kathmandu,131,100,10,170,12.0,7.86,1
Pokhara Avengers,Lumbini Lions,Kathmandu,130,99,10,170,11.71,7.88,1
Pokhara Avengers,Lumbini Lions,Kathmandu,126,98,10,170,12.27,7.71,1
Pokhara Avengers,Lumbini Lions,Kathmandu,120,97,10,170,13.3,7.42,1
Pokhara Avengers,Lumbini Lions,Kathmandu,114,96,10,170,14.25,7.12,1
Pokhara Avengers,Lumbini Lions,Kathmandu,112,95,10,170,14.16,7.07,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,94,10,170,13.85,7.09,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,93,10,170,13.33,7.16,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,92,10,170,12.86,7.24,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,91,10,170,12.41,7.32,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,90,10,170,12.0,7.4,1
Pokhara Avengers,Lumbini Lions,Kathmandu,111,89,10,170,11.61,7.48,1
Pokhara Avengers,Lumbini Lions,Kathmandu,105,88,10,170,12.38,7.16,1
Pokhara Avengers,Lumbini Lions,Kathmandu,105,87,10,170,12.0,7.24,1
Pokhara Avengers,Lumbini Lions,Kathmandu,101,86,10,170,12.35,7.05,1
Pokhara Avengers,Lumbini Lions,Kathmandu,97,85,10,170,12.69,6.85,1
Pokhara Avengers,Lumbini Lions,Kathmandu,91,84,10,170,13.33,6.5,1
Pokhara Avengers,Lumbini Lions,Kathmandu,90,83,10,170,13.14,6.51,1
Pokhara Avengers,Lumbini Lions,Kathmandu,84,82,10,170,13.74,6.15,1
Pokhara Avengers,Lumbini Lions,Kathmandu,83,81,10,170,13.54,6.15,1
Pokhara Avengers,Lumbini Lions,Kathmandu,79,80,10,170,13.8,5.92,1
Pokhara Avengers,Lumbini Lions,Kathmandu,79,79,10,170,13.46,6.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,78,78,10,170,13.29,6.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,77,77,10,170,13.12,6.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,73,76,10,170,13.36,5.76,1
Pokhara Avengers,Lumbini Lions,Kathmandu,72,75,10,170,13.2,5.76,1
Pokhara Avengers,Lumbini Lions,Kathmandu,72,74,10,170,12.91,5.84,1
Pokhara Avengers,Lumbini Lions,Kathmandu,72,73,10,170,12.64,5.92,1
Pokhara Avengers,Lumbini Lions,Kathmandu,72,72,10,170,12.38,6.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,68,71,10,170,12.61,5.75,1
Pokhara Avengers,Lumbini Lions,Kathmandu,67,70,10,170,12.48,5.74,1
Pokhara Avengers,Lumbini Lions,Kathmandu,66,69,10,170,12.35,5.74,1
Pokhara Avengers,Lumbini Lions,Kathmandu,66,68,10,170,12.12,5.82,1
Pokhara Avengers,Lumbini Lions,Kathmandu,65,67,10,170,12.0,5.82,1
Pokhara Avengers,Lumbini Lions,Kathmandu,64,66,10,170,11.89,5.82,1
Pokhara Avengers,Lumbini Lions,Kathmandu,58,65,10,170,12.33,5.35,1
Pokhara Avengers,Lumbini Lions,Kathmandu,58,64,10,170,12.11,5.44,1
Pokhara Avengers,Lumbini Lions,Kathmandu,58,63,10,170,11.89,5.52,1
Pokhara Avengers,Lumbini Lions,Kathmandu,57,62,10,170,11.79,5.52,1
Pokhara Avengers,Lumbini Lions,Kathmandu,57,61,10,170,11.59,5.61,1
Pokhara Avengers,Lumbini Lions,Kathmandu,56,60,10,170,11.5,5.6,1
Pokhara Avengers,Lumbini Lions,Kathmandu,56,59,10,170,11.31,5.69,1
Pokhara Avengers,Lumbini Lions,Kathmandu,55,58,10,170,11.23,5.69,1
Pokhara Avengers,Lumbini Lions,Kathmandu,54,57,10,170,11.14,5.68,1
Pokhara Avengers,Lumbini Lions,Kathmandu,53,56,10,170,11.06,5.68,1
Pokhara Avengers,Lumbini Lions,Kathmandu,53,55,10,170,10.89,5.78,1
Pokhara Avengers,Lumbini Lions,Kathmandu,51,54,10,170,10.91,5.67,1
Pokhara Avengers,Lumbini Lions,Kathmandu,51,53,10,170,10.75,5.77,1
Pokhara Avengers,Lumbini Lions,Kathmandu,47,52,10,170,10.94,5.42,1
Pokhara Avengers,Lumbini Lions,Kathmandu,43,51,10,170,11.13,5.06,1
Pokhara Avengers,Lumbini Lions,Kathmandu,43,50,10,170,10.97,5.16,1
Pokhara Avengers,Lumbini Lions,Kathmandu,43,49,10,170,10.82,5.27,1
Pokhara Avengers,Lumbini Lions,Kathmandu,42,48,10,170,10.75,5.25,1
Pokhara Avengers,Lumbini Lions,Kathmandu,41,47,10,170,10.68,5.23,1
Pokhara Avengers,Lumbini Lions,Kathmandu,40,46,10,170,10.62,5.22,1
Pokhara Avengers,Lumbini Lions,Kathmandu,38,45,10,170,10.64,5.07,1
Pokhara Avengers,Lumbini Lions,Kathmandu,37,44,10,170,10.58,5.05,1
Pokhara Avengers,Lumbini Lions,Kathmandu,36,43,10,170,10.52,5.02,1
Pokhara Avengers,Lumbini Lions,Kathmandu,36,42,10,170,10.38,5.14,1
Pokhara Avengers,Lumbini Lions,Kathmandu,35,41,10,170,10.33,5.12,1
Pokhara Avengers,Lumbini Lions,Kathmandu,31,40,10,170,10.5,4.65,1
Pokhara Avengers,Lumbini Lions,Kathmandu,27,39,10,170,10.67,4.15,1
Pokhara Avengers,Lumbini Lions,Kathmandu,26,38,10,170,10.61,4.11,1
Pokhara Avengers,Lumbini Lions,Kathmandu,25,37,10,170,10.55,4.05,1
Pokhara Avengers,Lumbini Lions,Kathmandu,24,36,10,170,10.5,4.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,24,35,10,170,10.38,4.11,1
Pokhara Avengers,Lumbini Lions,Kathmandu,22,34,10,170,10.4,3.88,1
Pokhara Avengers,Lumbini Lions,Kathmandu,21,33,10,170,10.34,3.82,1
Pokhara Avengers,Lumbini Lions,Kathmandu,20,32,10,170,10.3,3.75,1
Pokhara Avengers,Lumbini Lions,Kathmandu,20,31,10,170,10.18,3.87,1
Pokhara Avengers,Lumbini Lions,Kathmandu,20,30,10,170,10.07,4.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,20,29,10,170,9.96,4.14,1
Pokhara Avengers,Lumbini Lions,Kathmandu,19,28,10,170,9.91,4.07,1
Pokhara Avengers,Lumbini Lions,Kathmandu,18,27,10,170,9.87,4.0,1
Pokhara Avengers,Lumbini Lions,Kathmandu,17,26,10,170,9.83,3.92,1
Pokhara Avengers,Lumbini Lions,Kathmandu,11,25,10,170,10.11,2.64,1
Pokhara Avengers,Lumbini Lions,Kathmandu,7,24,10,170,10.25,1.75,1
Pokhara Avengers,Lumbini Lions,Kathmandu,5,23,10,170,10.27,1.3,1
Pokhara Avengers,Lumbini Lions,Kathmandu,4,22,10,170,10.22,1.09,1
Pokhara Avengers,Lumbini Lions,Kathmandu,3,21,10,170,10.18,0.86,1
Pokhara Avengers,Lumbini Lions,Kathmandu,1,20,10,170,10.2,0.3,1
Pokhara Avengers,Lumbini Lions,Kathmandu,0,19,10,170,10.46,0.0,1
Lumbini Lions,Sudurpaschim Royals,Kathmandu,183,114,8,187,5.0,9.63,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,183,113,8,187,4.29,9.72,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,183,112,8,187,3.75,9.8,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,183,111,8,187,3.33,9.89,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,179,110,8,187,5.4,9.76,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,179,109,7,187,4.91,9.85,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,178,109,7,187,5.45,9.8,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,178,108,7,187,5.0,9.89,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,178,107,7,187,4.62,9.98,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,178,106,7,187,4.29,10.08,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,177,105,7,187,4.4,10.11,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,177,104,7,187,4.12,10.21,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,177,103,7,187,3.88,10.31,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,176,103,7,187,4.24,10.25,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,175,102,7,187,4.33,10.29,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,169,101,7,187,6.0,10.04,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,169,100,6,187,5.7,10.14,0
Lumbini Lions,Sudurpaschim Royals,Kathmandu,169,99,5,187,5.43,10.24,0
