Batting_team,Bowling_team,city,Runs_left,Balls_left,Wickets_left,Total_score,crr,rrr,result
Sudurpaschim Royals,Chitwan Rhinos,Kathmandu,34,10,0,164,7.15,20.4,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,164,114,10,167,4.0,8.63,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,162,113,10,167,5.14,8.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,162,112,10,167,4.5,8.68,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,162,111,10,167,4.0,8.76,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,162,110,9,167,3.6,8.84,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,161,109,9,167,3.82,8.86,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,160,108,9,167,4.0,8.89,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,160,107,9,167,3.69,8.97,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,156,106,9,167,5.14,8.83,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,156,105,9,167,4.8,8.91,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,156,104,9,167,4.5,9.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,152,103,9,167,5.65,8.85,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,152,102,8,167,5.33,8.94,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,152,101,7,167,5.05,9.03,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,152,100,7,167,4.8,9.12,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,151,99,7,167,4.86,9.15,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,150,98,7,167,4.91,9.18,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,148,97,7,167,5.22,9.15,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,147,96,7,167,5.25,9.19,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,146,95,7,167,5.28,9.22,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,146,94,7,167,5.08,9.32,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,140,93,7,167,6.22,9.03,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,140,92,7,167,6.0,9.13,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,140,91,7,167,5.79,9.23,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,136,90,7,167,6.4,9.07,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,135,89,7,167,6.39,9.1,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,135,88,7,167,6.19,9.2,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,133,87,7,167,6.36,9.17,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,129,86,7,167,6.88,9.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,129,85,7,167,6.69,9.11,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,128,84,7,167,6.67,9.14,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,128,83,7,167,6.49,9.25,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,128,82,7,167,6.32,9.37,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,128,81,7,167,6.15,9.48,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,128,80,7,167,6.0,9.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,127,79,7,167,6.0,9.65,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,127,78,7,167,5.86,9.77,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,123,77,7,167,6.28,9.58,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,123,76,7,167,6.14,9.71,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,123,75,7,167,6.0,9.84,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,122,74,7,167,6.0,9.89,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,122,73,7,167,5.87,10.03,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,121,72,7,167,5.88,10.08,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,120,71,7,167,5.88,10.14,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,119,70,7,167,5.88,10.2,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,118,69,7,167,5.88,10.26,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,118,68,7,167,5.77,10.41,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,117,67,7,167,5.77,10.48,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,116,66,7,167,5.78,10.55,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,116,65,7,167,5.67,10.71,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,115,64,7,167,5.68,10.78,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,115,63,7,167,5.58,10.95,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,113,62,7,167,5.69,10.94,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,113,61,7,167,5.59,11.11,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,112,60,7,167,5.6,11.2,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,110,59,7,167,5.7,11.19,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,110,58,6,167,5.61,11.38,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,110,57,6,167,5.52,11.58,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,109,56,6,167,5.53,11.68,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,108,55,6,167,5.54,11.78,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,107,55,6,167,5.63,11.67,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,106,54,6,167,5.64,11.78,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,105,53,6,167,5.64,11.89,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,105,52,5,167,5.56,12.12,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,104,51,5,167,5.57,12.24,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,103,50,5,167,5.57,12.36,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,103,49,5,167,5.49,12.61,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,103,48,5,167,5.42,12.88,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,102,47,5,167,5.42,13.02,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,101,46,5,167,5.43,13.17,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,97,45,5,167,5.68,12.93,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,96,44,5,167,5.68,13.09,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,95,43,5,167,5.69,13.26,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,94,42,5,167,5.69,13.43,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,93,41,5,167,5.7,13.61,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,89,40,5,167,5.92,13.35,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,89,39,4,167,5.85,13.69,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,88,38,4,167,5.85,13.89,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,88,37,4,167,5.78,14.27,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,88,36,4,167,5.71,14.67,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,88,35,4,167,5.65,15.09,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,84,34,4,167,5.86,14.82,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,84,33,4,167,5.79,15.27,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,83,32,4,167,5.8,15.56,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,83,31,4,167,5.73,16.06,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,77,30,4,167,6.07,15.4,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,77,29,3,167,6.0,15.93,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,76,28,3,167,6.0,16.29,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,75,27,3,167,6.0,16.67,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,74,26,3,167,6.0,17.08,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,73,25,3,167,6.0,17.52,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,73,24,3,167,5.94,18.25,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,73,23,2,167,5.88,19.04,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,73,22,2,167,5.82,19.91,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,72,21,2,167,5.82,20.57,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,72,20,2,167,5.76,21.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,71,19,2,167,5.76,22.42,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,69,18,2,167,5.82,23.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,68,17,2,167,5.83,24.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,67,17,2,167,5.88,23.65,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,65,16,2,167,5.94,24.38,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,64,15,2,167,5.94,25.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,60,14,2,167,6.11,25.71,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,58,13,2,167,6.17,26.77,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,57,12,2,167,6.17,28.5,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,57,11,2,167,6.11,31.09,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,56,10,2,167,6.11,33.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,54,9,2,167,6.16,36.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,53,9,2,167,6.22,35.33,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,52,8,2,167,6.21,39.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,51,7,2,167,6.21,43.71,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,50,6,2,167,6.21,50.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,48,5,2,167,6.26,57.6,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,44,4,2,167,6.41,66.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,43,3,2,167,6.41,86.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,41,2,2,167,6.46,123.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,40,1,2,167,6.45,240.0,0
Chitwan Rhinos,Lumbini Lions,Kathmandu,34,0,2,167,6.7,0.0,0
Karnali Yaks,Pokhara Avengers,Kathmandu,102,114,9,103,2.0,5.37,1
Karnali Yaks,Pokhara Avengers,Kathmandu,102,113,9,103,1.71,5.42,1
Karnali Yaks,Pokhara Avengers,Kathmandu,101,112,9,103,2.25,5.41,1
Karnali Yaks,Pokhara Avengers,Kathmandu,101,111,9,103,2.0,5.46,1
Karnali Yaks,Pokhara Avengers,Kathmandu,100,110,9,103,2.4,5.45,1
Karnali Yaks,Pokhara Avengers,Kathmandu,100,109,9,103,2.18,5.5,1
Karnali Yaks,Pokhara Avengers,Kathmandu,100,108,9,103,2.0,5.56,1
Karnali Yaks,Pokhara Avengers,Kathmandu,100,107,9,103,1.85,5.61,1
Karnali Yaks,Pokhara Avengers,Kathmandu,99,106,9,103,2.14,5.6,1
Karnali Yaks,Pokhara Avengers,Kathmandu,99,105,9,103,2.0,5.66,1
Karnali Yaks,Pokhara Avengers,Kathmandu,98,104,9,103,2.25,5.65,1
Karnali Yaks,Pokhara Avengers,Kathmandu,97,103,9,103,2.47,5.65,1
Karnali Yaks,Pokhara Avengers,Kathmandu,91,102,9,103,4.33,5.35,1
Karnali Yaks,Pokhara Avengers,Kathmandu,91,101,9,103,4.11,5.41,1
Karnali Yaks,Pokhara Avengers,Kathmandu,90,100,9,103,4.2,5.4,1
Karnali Yaks,Pokhara Avengers,Kathmandu,90,99,9,103,4.0,5.45,1
Karnali Yaks,Pokhara Avengers,Kathmandu,90,98,9,103,3.82,5.51,1
Karnali Yaks,Pokhara Avengers,Kathmandu,90,97,8,103,3.65,5.57,1
Karnali Yaks,Pokhara Avengers,Kathmandu,90,96,8,103,3.5,5.62,1
Karnali Yaks,Pokhara Avengers,Kathmandu,86,95,8,103,4.32,5.43,1
Karnali Yaks,Pokhara Avengers,Kathmandu,82,94,8,103,5.08,5.23,1
Karnali Yaks,Pokhara Avengers,Kathmandu,82,93,8,103,4.89,5.29,1
Karnali Yaks,Pokhara Avengers,Kathmandu,80,93,8,103,5.33,5.16,1
Karnali Yaks,Pokhara Avengers,Kathmandu,80,92,8,103,5.14,5.22,1
Karnali Yaks,Pokhara Avengers,Kathmandu,80,91,8,103,4.97,5.27,1
Karnali Yaks,Pokhara Avengers,Kathmandu,80,90,8,103,4.8,5.33,1
Karnali Yaks,Pokhara Avengers,Kathmandu,80,89,8,103,4.65,5.39,1
Karnali Yaks,Pokhara Avengers,Kathmandu,79,88,8,103,4.69,5.39,1
Karnali Yaks,Pokhara Avengers,Kathmandu,79,87,8,103,4.55,5.45,1
Karnali Yaks,Pokhara Avengers,Kathmandu,79,86,8,103,4.41,5.51,1
Karnali Yaks,Pokhara Avengers,Kathmandu,79,85,8,103,4.29,5.58,1
Karnali Yaks,Pokhara Avengers,Kathmandu,77,84,8,103,4.5,5.5,1
Karnali Yaks,Pokhara Avengers,Kathmandu,76,83,8,103,4.54,5.49,1
Karnali Yaks,Pokhara Avengers,Kathmandu,75,82,8,103,4.58,5.49,1
Karnali Yaks,Pokhara Avengers,Kathmandu,74,81,8,103,4.62,5.48,1
Karnali Yaks,Pokhara Avengers,Kathmandu,74,80,8,103,4.5,5.55,1
Karnali Yaks,Pokhara Avengers,Kathmandu,74,79,8,103,4.39,5.62,1
Karnali Yaks,Pokhara Avengers,Kathmandu,74,78,8,103,4.29,5.69,1
Karnali Yaks,Pokhara Avengers,Kathmandu,74,77,8,103,4.19,5.77,1
Karnali Yaks,Pokhara Avengers,Kathmandu,73,76,8,103,4.23,5.76,1
Karnali Yaks,Pokhara Avengers,Kathmandu,73,75,8,103,4.13,5.84,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,74,8,103,4.17,5.84,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,73,8,103,4.09,5.92,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,72,8,103,4.0,6.0,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,71,8,103,3.92,6.08,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,70,8,103,3.84,6.17,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,69,8,103,3.76,6.26,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,68,8,103,3.69,6.35,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,67,8,103,3.62,6.45,1
Karnali Yaks,Pokhara Avengers,Kathmandu,72,66,8,103,3.56,6.55,1
Karnali Yaks,Pokhara Avengers,Kathmandu,70,65,8,103,3.71,6.46,1
Karnali Yaks,Pokhara Avengers,Kathmandu,66,64,8,103,4.07,6.19,1
Karnali Yaks,Pokhara Avengers,Kathmandu,62,63,8,103,4.42,5.9,1
Karnali Yaks,Pokhara Avengers,Kathmandu,62,62,8,103,4.34,6.0,1
Karnali Yaks,Pokhara Avengers,Kathmandu,61,61,8,103,4.37,6.0,1
Karnali Yaks,Pokhara Avengers,Kathmandu,59,60,8,103,4.5,5.9,1
Karnali Yaks,Pokhara Avengers,Kathmandu,55,59,8,103,4.82,5.59,1
Karnali Yaks,Pokhara Avengers,Kathmandu,51,58,8,103,5.13,5.28,1
Karnali Yaks,Pokhara Avengers,Kathmandu,51,57,8,103,5.05,5.37,1
Karnali Yaks,Pokhara Avengers,Kathmandu,45,56,8,103,5.53,4.82,1
Karnali Yaks,Pokhara Avengers,Kathmandu,45,55,8,103,5.45,4.91,1
Karnali Yaks,Pokhara Avengers,Kathmandu,44,54,8,103,5.45,4.89,1
Karnali Yaks,Pokhara Avengers,Kathmandu,43,53,8,103,5.46,4.87,1
Karnali Yaks,Pokhara Avengers,Kathmandu,41,52,8,103,5.56,4.73,1
Karnali Yaks,Pokhara Avengers,Kathmandu,37,51,8,103,5.83,4.35,1
Karnali Yaks,Pokhara Avengers,Kathmandu,31,50,8,103,6.26,3.72,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,49,8,103,6.25,3.67,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,48,7,103,6.17,3.75,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,47,7,103,6.08,3.83,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,46,7,103,6.0,3.91,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,45,7,103,5.92,4.0,1
Karnali Yaks,Pokhara Avengers,Kathmandu,30,44,7,103,5.84,4.09,1
Karnali Yaks,Pokhara Avengers,Kathmandu,26,43,7,103,6.08,3.63,1
Karnali Yaks,Pokhara Avengers,Kathmandu,26,42,7,103,6.0,3.71,1
Karnali Yaks,Pokhara Avengers,Kathmandu,25,41,7,103,6.0,3.66,1
Karnali Yaks,Pokhara Avengers,Kathmandu,23,40,7,103,6.07,3.45,1
Karnali Yaks,Pokhara Avengers,Kathmandu,21,39,7,103,6.15,3.23,1
Karnali Yaks,Pokhara Avengers,Kathmandu,15,38,7,103,6.51,2.37,1
Karnali Yaks,Pokhara Avengers,Kathmandu,9,37,7,103,6.87,1.46,1
Karnali Yaks,Pokhara Avengers,Kathmandu,5,36,7,103,7.07,0.83,1
Karnali Yaks,Pokhara Avengers,Kathmandu,5,35,7,103,6.99,0.86,1
Karnali Yaks,Pokhara Avengers,Kathmandu,5,34,7,103,6.91,0.88,1
Karnali Yaks,Pokhara Avengers,Kathmandu,5,33,7,103,6.83,0.91,1
Karnali Yaks,Pokhara Avengers,Kathmandu,5,32,7,103,6.75,0.94,1
Karnali Yaks,Pokhara Avengers,Kathmandu,4,31,7,103,6.74,0.77,1
Karnali Yaks,Pokhara Avengers,Kathmandu,0,30,7,103,7.07,0.0,1
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,119,114,10,123,5.0,6.26,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,118,113,10,123,5.14,6.27,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,118,112,9,123,4.5,6.32,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,118,111,9,123,4.0,6.38,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,117,110,9,123,4.2,6.38,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,117,109,9,123,3.82,6.44,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,117,108,9,123,3.5,6.5,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,116,107,9,123,3.69,6.5,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,113,106,9,123,4.71,6.4,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,112,105,9,123,4.8,6.4,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,107,105,9,123,6.8,6.11,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,107,104,8,123,6.38,6.17,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,103,103,8,123,7.41,6.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,102,102,7,123,7.33,6.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,102,101,7,123,6.95,6.06,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,98,100,7,123,7.8,5.88,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,97,100,7,123,8.1,5.82,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,97,99,6,123,7.71,5.88,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,97,98,6,123,7.36,5.94,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,97,97,6,123,7.04,6.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,96,97,6,123,7.3,5.94,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,96,96,5,123,7.0,6.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,96,95,5,123,6.72,6.06,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,96,94,5,123,6.46,6.13,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,92,93,5,123,7.11,5.94,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,92,92,5,123,6.86,6.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,92,91,5,123,6.62,6.07,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,92,90,5,123,6.4,6.13,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,90,5,123,6.6,6.07,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,89,5,123,6.39,6.13,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,88,5,123,6.19,6.2,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,87,5,123,6.0,6.28,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,86,5,123,5.82,6.35,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,91,85,5,123,5.66,6.42,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,87,84,5,123,6.17,6.21,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,87,83,5,123,6.0,6.29,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,87,82,4,123,5.84,6.37,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,86,81,4,123,5.85,6.37,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,86,80,4,123,5.7,6.45,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,80,79,4,123,6.44,6.08,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,79,78,4,123,6.43,6.08,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,79,77,4,123,6.28,6.16,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,78,76,4,123,6.27,6.16,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,78,75,4,123,6.13,6.24,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,78,74,4,123,6.0,6.32,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,78,73,3,123,5.87,6.41,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,78,72,3,123,5.75,6.5,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,71,3,123,5.76,6.51,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,70,3,123,5.64,6.6,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,69,3,123,5.53,6.7,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,68,2,123,5.42,6.79,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,67,2,123,5.32,6.9,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,66,2,123,5.22,7.0,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,65,1,123,5.13,7.11,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,64,1,123,5.04,7.22,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,63,1,123,4.95,7.33,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,62,1,123,4.86,7.45,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,61,1,123,4.78,7.57,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,60,1,123,4.7,7.7,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,59,1,123,4.62,7.83,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,77,58,1,123,4.55,7.97,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,57,1,123,4.86,7.68,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,56,1,123,4.78,7.82,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,55,1,123,4.71,7.96,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,54,1,123,4.64,8.11,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,53,1,123,4.57,8.26,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,52,1,123,4.5,8.42,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,51,1,123,4.43,8.59,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,50,1,123,4.37,8.76,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,49,1,123,4.31,8.94,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,48,1,123,4.25,9.12,0
Janakpur Bolts,Sudurpaschim Royals,Kathmandu,73,47,0,123,4.19,9.32,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,102,114,10,103,2.0,5.37,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,102,113,10,103,1.71,5.42,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,102,112,10,103,1.5,5.46,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,102,111,10,103,1.33,5.51,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,101,110,10,103,1.8,5.51,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,101,109,10,103,1.64,5.56,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,101,108,10,103,1.5,5.61,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,101,107,10,103,1.38,5.66,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,100,106,10,103,1.71,5.66,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,98,105,10,103,2.4,5.6,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,98,104,10,103,2.25,5.65,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,97,103,10,103,2.47,5.65,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,97,102,10,103,2.33,5.71,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,97,101,10,103,2.21,5.76,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,97,100,9,103,2.1,5.82,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,97,99,9,103,2.0,5.88,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,96,98,9,103,2.18,5.88,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,96,97,9,103,2.09,5.94,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,96,96,8,103,2.0,6.0,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,95,95,8,103,2.16,6.0,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,95,94,8,103,2.08,6.06,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,91,93,8,103,2.89,5.87,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,91,92,8,103,2.79,5.93,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,89,91,8,103,3.1,5.87,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,89,90,7,103,3.0,5.93,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,89,89,7,103,2.9,6.0,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,88,88,7,103,3.0,6.0,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,88,87,7,103,2.91,6.07,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,88,86,7,103,2.82,6.14,0
Lumbini Lions,Kathmandu Gurkhas,Kathmandu,88,85,7,103,2.74,6.21,0
