match_id,season,venue,start_date,innings,balls,batting_team,bowling_team,cur_score,crr,balls_left,wicket_left,last_5_ov,city,total_score
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,49,Janakpur Bolts,Lumbini Lions,70,8.57,71,9,46,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,49,Janakpur Bolts,Lumbini Lions,71,8.69,71,9,46,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,50,Janakpur Bolts,Lumbini Lions,75,9.0,70,9,50,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,51,Janakpur Bolts,Lumbini Lions,75,8.82,69,9,50,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,52,Janakpur Bolts,Lumbini Lions,77,8.88,68,9,51,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,53,Janakpur Bolts,Lumbini Lions,79,8.94,67,9,49,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,54,Janakpur Bolts,Lumbini Lions,80,8.89,66,9,46,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,55,Janakpur Bolts,Lumbini Lions,81,8.84,65,9,41,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,56,Janakpur Bolts,Lumbini Lions,82,8.79,64,9,42,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,57,Janakpur Bolts,Lumbini Lions,83,8.74,63,9,37,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,58,Janakpur Bolts,Lumbini Lions,85,8.79,62,9,39,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,59,Janakpur Bolts,Lumbini Lions,86,8.75,61,9,36,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,60,Janakpur Bolts,Lumbini Lions,87,8.7,60,9,36,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,61,Janakpur Bolts,Lumbini Lions,88,8.66,59,9,37,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,62,Janakpur Bolts,Lumbini Lions,88,8.52,58,9,36,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,63,Janakpur Bolts,Lumbini Lions,89,8.48,57,9,37,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,64,Janakpur Bolts,Lumbini Lions,90,8.44,56,9,38,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,65,Janakpur Bolts,Lumbini Lions,90,8.31,55,9,37,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,66,Janakpur Bolts,Lumbini Lions,90,8.18,54,9,31,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,67,Janakpur Bolts,Lumbini Lions,94,8.42,53,9,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,68,Janakpur Bolts,Lumbini Lions,95,8.38,52,9,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,69,Janakpur Bolts,Lumbini Lions,95,8.26,51,8,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,70,Janakpur Bolts,Lumbini Lions,95,8.14,50,8,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,71,Janakpur Bolts,Lumbini Lions,96,8.11,49,8,34,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,72,Janakpur Bolts,Lumbini Lions,97,8.08,48,8,34,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,73,Janakpur Bolts,Lumbini Lions,99,8.14,47,8,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,74,Janakpur Bolts,Lumbini Lions,99,8.03,46,7,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,75,Janakpur Bolts,Lumbini Lions,100,8.0,45,7,35,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,76,Janakpur Bolts,Lumbini Lions,100,7.89,44,6,33,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,77,Janakpur Bolts,Lumbini Lions,101,7.87,43,6,33,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,78,Janakpur Bolts,Lumbini Lions,101,7.77,42,5,32,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,79,Janakpur Bolts,Lumbini Lions,102,7.75,41,5,31,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,80,Janakpur Bolts,Lumbini Lions,103,7.72,40,5,28,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,81,Janakpur Bolts,Lumbini Lions,103,7.63,39,5,28,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,82,Janakpur Bolts,Lumbini Lions,105,7.68,38,5,28,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,83,Janakpur Bolts,Lumbini Lions,105,7.59,37,5,26,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,84,Janakpur Bolts,Lumbini Lions,107,7.64,36,5,27,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,85,Janakpur Bolts,Lumbini Lions,108,7.62,35,5,27,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,86,Janakpur Bolts,Lumbini Lions,108,7.53,34,5,26,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,87,Janakpur Bolts,Lumbini Lions,109,7.52,33,5,26,Kathmandu,136
14,2024,"Tribhuvan University International Cricket Ground, Kirtipur",2024-12-08,1,88,Janakpur Bolts,Lumbini Lions,110,7.5,32,5,25,Kathmandu,136
